occupation,race,employee_new,year
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,1000,2017
"Installation, maintenance, and repair occupations",Asian,2000,2017
Production occupations,Asian,12000,2017
Transportation and material moving occupations,Asian,19000,2017
"Management, business, and financial operations occupations",Asian,29000,2017
Professional and related occupations,Asian,47000,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,386000,2017
Sales and related occupations,Asian,22000,2017
Office and administrative support occupations,Asian,27000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,0,2017
"Installation, maintenance, and repair occupations",Asian,41000,2017
Production occupations,Asian,24000,2017
Transportation and material moving occupations,Asian,17000,2017
"Management, business, and financial operations occupations",Asian,28000,2017
Professional and related occupations,Asian,46000,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,365000,2017
Sales and related occupations,Asian,22000,2017
Office and administrative support occupations,Asian,26000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,0,2017
"Installation, maintenance, and repair occupations",Asian,41000,2017
Production occupations,Asian,24000,2017
Transportation and material moving occupations,Asian,17000,2017
"Management, business, and financial operations occupations",Asian,1000,2017
Professional and related occupations,Asian,0,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,21000,2017
Sales and related occupations,Asian,0,2017
Office and administrative support occupations,Asian,1000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,0,2017
"Installation, maintenance, and repair occupations",Asian,0,2017
Production occupations,Asian,0,2017
Transportation and material moving occupations,Asian,0,2017
"Management, business, and financial operations occupations",Asian,59000,2017
Professional and related occupations,Asian,131000,2017
Protective service occupations,Asian,40000,2017
"Service occupations, except protective",Asian,20000,2017
Sales and related occupations,Asian,3000,2017
Office and administrative support occupations,Asian,47000,2017
"Farming, fishing, and forestry occupations",Asian,2000,2017
Construction and extraction occupations,Asian,2000,2017
"Installation, maintenance, and repair occupations",Asian,7000,2017
Production occupations,Asian,3000,2017
Transportation and material moving occupations,Asian,6000,2017
"Management, business, and financial operations occupations",White,1045000,2016
Professional and related occupations,White,48000,2016
Protective service occupations,White,12000,2016
"Service occupations, except protective",White,90000,2016
